Obs,Folha,Ep_Emissao,Tipo,Planta,Sexo,Galho,Ep_Medicao,Idade,A,gs,E,PPFD,Ta,Tl,IdadeE,Estacoes,environment,period_label,WUE,iWUE,LUE,deltaT,bio_unit,time_idx
1795,284,6,sombra,7,M,3,10,9,0.31016699999999997,0.10540000000000001,1.4666700000000001,9.747,28.89,28.23,Madura,verao,FUS,Jan 2005,0.21147701937041047,2.942760910815939,0.03182179132040627,-0.6600000000000001,7_6,19
1796,285,6,sombra,8,M,1,6,1,1.6027500000000001,0.152525,1.625,18.465,19.11,18.415,Jovem,inverno,FUS,May 2004,0.9863076923076923,10.50811342402885,0.08679935012185216,-0.6950000000000003,8_6,11
1797,285,6,sombra,8,M,1,7,3,3.48375,0.32775000000000004,0.625,70.37,8.05125,7.8925,Jov_Madura,inverno,FUS,Jul 2004,5.574,10.62929061784897,0.04950618161148217,-0.1587499999999995,8_6,13
1798,285,6,sombra,8,M,1,8,5,2.2925,0.137375,2.5,29.495,26.7025,25.705,Jov_Madura,primavera,FUS,Sep 2004,0.917,16.687898089171973,0.07772503814205797,-0.9975000000000023,8_6,15
1799,285,6,sombra,8,M,1,9,7,2.3545,0.286775,5.525,45.085,28.4775,27.48,Madura,primavera,FUS,Nov 2004,0.4261538461538461,8.210269374945515,0.052223577686591985,-0.9974999999999987,8_6,17
1800,285,6,sombra,8,M,1,10,9,0.48755000000000004,0.10890000000000001,2.075,7.253,30.4725,30.0125,Madura,verao,FUS,Jan 2005,0.23496385542168674,4.47704315886134,0.06722046049910382,-0.46000000000000085,8_6,19
1801,285,6,sombra,8,M,1,11,11,0.105875,0.0847,1.15,9.52175,26.35,25.5025,Madura,outono,FUS,Mar 2005,0.09206521739130435,1.25,0.011119279544201431,-0.8475000000000001,8_6,21
1802,285,6,sombra,8,M,1,12,13,0.6635749999999999,0.6110500000000001,1.0,13.4775,12.4425,11.935,Velha,inverno,FUS,May 2005,0.6635749999999999,1.0859585958595857,0.04923576330921907,-0.5075000000000003,8_6,23
1803,286,6,sombra,9,M,1,6,1,0.991625,0.095525,1.05,13.81,21.155,20.605,Jovem,inverno,FUS,May 2004,0.9444047619047619,10.380790369013347,0.07180485155684287,-0.5500000000000007,9_6,11
1804,286,6,sombra,9,M,1,7,3,0.6988500000000001,0.2298,1.6,15.1175,15.2875,14.7175,Jov_Madura,inverno,FUS,Jul 2004,0.43678125,3.0411227154047,0.04622788159417894,-0.5700000000000003,9_6,13
1805,286,6,sombra,9,M,1,8,5,1.14985,0.155525,2.775,28.9225,23.235,22.525,Jov_Madura,primavera,FUS,Sep 2004,0.4143603603603604,7.393345121363125,0.03975624513786844,-0.7100000000000009,9_6,15
1806,286,6,sombra,9,M,1,9,7,2.393,0.158625,2.325,37.63,24.33,23.3825,Madura,primavera,FUS,Nov 2004,1.0292473118279568,15.08589440504334,0.0635928780228541,-0.947499999999998,9_6,17
1807,286,6,sombra,9,M,1,10,9,1.10298,0.054650000000000004,0.95,51.355,29.945,29.575,Madura,verao,FUS,Jan 2005,1.1610315789473686,20.182616651418115,0.021477558173498203,-0.370000000000001,9_6,19
1808,286,6,sombra,9,M,1,11,11,0.429125,0.042374999999999996,0.5,8.521,26.195,25.1575,Madura,outono,FUS,Mar 2005,0.85825,10.12684365781711,0.050360873136955746,-1.0375000000000014,9_6,21
1809,286,6,sombra,9,M,1,12,13,0.69205,0.1134,0.25,11.635,12.895,12.34,Velha,inverno,FUS,May 2005,2.7682,6.10273368606702,0.0594800171895144,-0.5549999999999997,9_6,23
1810,287,6,sombra,9,M,2,6,1,1.6935,0.15,2.0,31.435,20.775,20.42,Jovem,inverno,FUS,May 2004,0.84675,11.290000000000001,0.053873071417210115,-0.3549999999999969,9_6,11
1811,287,6,sombra,9,M,2,7,3,0.3834,0.19340000000000002,1.725,9.673,15.815,15.3425,Jov_Madura,inverno,FUS,Jul 2004,0.2222608695652174,1.982419855222337,0.03963610048588856,-0.47250000000000014,9_6,13
1812,287,6,sombra,9,M,2,8,5,1.258,0.12305,2.425,26.8675,23.3725,22.9,Jov_Madura,primavera,FUS,Sep 2004,0.5187628865979382,10.223486387647297,0.046822369033218576,-0.47250000000000014,9_6,15
1813,287,6,sombra,9,M,2,9,7,1.0296,0.16155000000000003,2.575,11.0275,24.85,23.7575,Madura,primavera,FUS,Nov 2004,0.39984466019417475,6.373259052924791,0.09336658354114714,-1.0925000000000011,9_6,17
1814,287,6,sombra,9,M,2,10,9,0.3281,0.0938667,1.3,19.1333,30.1033,29.5233,Madura,verao,FUS,Jan 2005,0.2523846153846154,3.4953822814693605,0.017148113498455575,-0.5800000000000018,9_6,19
1815,287,6,sombra,9,M,2,11,11,0.8738,0.0441,0.6,30.905,26.39,25.6625,Madura,outono,FUS,Mar 2005,1.4563333333333335,19.8140589569161,0.02827374211292671,-0.7274999999999991,9_6,21
1816,287,6,sombra,9,M,2,12,13,0.61295,0.1136,0.35,7.0125,12.83,12.6425,Velha,inverno,FUS,May 2005,1.7512857142857143,5.395686619718309,0.08740819964349376,-0.1875,9_6,23
1817,288,6,sombra,11,M,1,6,1,1.6167500000000001,0.13725,0.95,31.585,18.4475,17.74,Jovem,inverno,FUS,May 2004,1.701842105263158,11.77959927140255,0.05118727243944911,-0.7075000000000031,11_6,11
1818,288,6,sombra,11,M,1,7,3,0.591275,0.03045,0.1,6.86475,5.67275,5.76975,Jov_Madura,inverno,FUS,Jul 2004,5.91275,19.417898193760262,0.08613205142212026,0.09700000000000042,11_6,13
1819,288,6,sombra,11,M,1,8,5,0.27035000000000003,0.121275,2.8,18.4875,26.97,25.7325,Jov_Madura,primavera,FUS,Sep 2004,0.09655357142857145,2.229231086373944,0.014623394185260312,-1.2374999999999972,11_6,15
1820,288,6,sombra,11,M,1,9,7,3.7455,0.273075,5.325,59.2725,27.075,26.265,Madura,primavera,FUS,Nov 2004,0.7033802816901408,13.716012084592144,0.0631911932177654,-0.8099999999999987,11_6,17
1821,288,6,sombra,11,M,1,10,9,0.6003000000000001,0.141575,1.05,22.545,22.945,22.325,Madura,verao,FUS,Jan 2005,0.5717142857142857,4.240155394667138,0.02662674650698603,-0.620000000000001,11_6,19
1822,289,6,sombra,11,M,2,6,1,0.744375,0.1154,1.5,14.9583,17.7625,17.1825,Jovem,inverno,FUS,May 2004,0.49625,6.450389948006932,0.04976334209101302,-0.5799999999999983,11_6,11
1823,289,6,sombra,11,M,2,7,3,0.6776500000000001,0.042175,0.2,16.54,5.18375,5.28025,Jov_Madura,inverno,FUS,Jul 2004,3.38825,16.067575577949025,0.04097037484885128,0.09649999999999981,11_6,13
1824,289,6,sombra,11,M,2,8,5,1.0324,0.151233,3.46667,34.85,26.8867,25.8233,Jov_Madura,primavera,FUS,Sep 2004,0.29780740595441735,6.826552405890248,0.029624103299856527,-1.0634000000000015,11_6,15
1825,289,6,sombra,11,M,2,9,7,7.543,0.33475000000000005,6.225,191.65,28.0675,26.7775,Madura,primavera,FUS,Nov 2004,1.2117269076305222,22.533233756534724,0.03935820506130968,-1.2899999999999991,11_6,17
1826,289,6,sombra,11,M,2,10,9,3.81775,0.185725,1.3,17.4975,24.2075,23.5675,Madura,verao,FUS,Jan 2005,2.936730769230769,20.555929465607754,0.21818831261608804,-0.6400000000000006,11_6,19
1827,290,6,sombra,11,M,3,6,1,0.6022500000000001,0.084525,1.25,22.2125,18.625,18.075,Jovem,inverno,FUS,May 2004,0.48180000000000006,7.12511091393079,0.027113111986494097,-0.5500000000000007,11_6,11
1828,290,6,sombra,11,M,3,7,3,0.697125,0.039125,0.175,5.9575,6.1375,6.2325,Jov_Madura,inverno,FUS,Jul 2004,3.983571428571429,17.817891373801917,0.11701636592530425,0.09499999999999975,11_6,13
1829,290,6,sombra,11,M,3,8,5,0.835075,0.11347499999999999,2.875,7.1635,27.1275,26.1875,Jov_Madura,primavera,FUS,Sep 2004,0.2904608695652174,7.3591099361092756,0.11657360228938368,-0.9400000000000013,11_6,15
1830,290,6,sombra,11,M,3,9,7,4.7945,0.44320000000000004,7.425,75.1125,27.2525,26.3275,Madura,primavera,FUS,Nov 2004,0.6457239057239058,10.817915162454874,0.06383092028623731,-0.9250000000000007,11_6,17
1831,290,6,sombra,11,M,3,10,9,3.7425,0.14302499999999999,1.275,45.8225,24.9825,24.48,Madura,verao,FUS,Jan 2005,2.935294117647059,26.16675406397483,0.08167385018277049,-0.5025000000000013,11_6,19
1832,291,6,sombra,12,M,1,6,1,1.10425,0.092775,0.925,48.2725,18.3475,18.12,Jovem,inverno,FUS,May 2004,1.1937837837837837,11.902452169226624,0.0228753431042519,-0.22749999999999915,12_6,11
1833,291,6,sombra,12,M,1,7,3,1.08218,0.0261,0.2,25.945,11.085,11.1825,Jov_Madura,inverno,FUS,Jul 2004,5.410899999999999,41.462835249042136,0.04171054153015995,0.09749999999999837,12_6,13
1834,291,6,sombra,12,M,1,8,5,1.63775,0.18180000000000002,4.125,28.1375,27.255,25.9625,Jov_Madura,primavera,FUS,Sep 2004,0.39703030303030307,9.008525852585258,0.05820524211461573,-1.2925000000000004,12_6,15
1835,291,6,sombra,12,M,1,9,7,6.773,0.49077499999999996,4.48,64.35,27.32,27.07,Madura,primavera,FUS,Nov 2004,1.5118303571428569,13.800621466048597,0.10525252525252525,-0.25,12_6,17
1836,291,6,sombra,12,M,1,10,9,2.565,0.144625,1.35,40.7425,26.025,25.4675,Madura,verao,FUS,Jan 2005,1.9,17.73552290406223,0.0629563723384672,-0.5574999999999974,12_6,19
1837,291,6,sombra,12,M,1,11,11,0.6255000000000001,0.061325,0.75,21.305,27.065,25.9775,Madura,outono,FUS,Mar 2005,0.8340000000000001,10.199755401549124,0.02935930532738794,-1.0875000000000021,12_6,21
1838,291,6,sombra,12,M,1,12,13,0.358125,0.058175,0.2,1.7839500000000001,13.2875,12.6275,Velha,inverno,FUS,May 2005,1.7906250000000001,6.155994843145682,0.200748339359287,-0.6600000000000001,12_6,23
1839,292,6,sombra,12,M,3,6,1,1.41335,0.1869,1.8,61.105,19.155,18.8125,Jovem,inverno,FUS,May 2004,0.7851944444444445,7.562065275548422,0.023129858440389495,-0.34250000000000114,12_6,11
1840,292,6,sombra,12,M,3,7,3,0.825475,0.065375,0.525,14.9683,9.427,9.5245,Jov_Madura,inverno,FUS,Jul 2004,1.5723333333333331,12.626768642447418,0.055148213223946606,0.09750000000000014,12_6,13
1841,292,6,sombra,12,M,3,8,5,0.6618,0.131925,3.025,22.1225,27.2725,26.1025,Jov_Madura,primavera,FUS,Sep 2004,0.21877685950413225,5.016486640136442,0.02991524466041361,-1.1700000000000017,12_6,15
1842,292,6,sombra,12,M,3,9,7,6.5785,0.374125,5.1,116.643,27.64,26.5775,Madura,primavera,FUS,Nov 2004,1.2899019607843139,17.583695289007686,0.056398583712696,-1.0625,12_6,17
1843,292,6,sombra,12,M,3,10,9,1.84175,0.091475,1.275,42.7975,26.16,25.6825,Madura,verao,FUS,Jan 2005,1.4445098039215687,20.13391637059306,0.04303405572755418,-0.47749999999999915,12_6,19
1844,292,6,sombra,12,M,3,11,11,0.6432,0.0725,1.15,7.573,28.715,28.13,Madura,outono,FUS,Mar 2005,0.559304347826087,8.871724137931036,0.0849333157269246,-0.5850000000000009,12_6,21
1845,292,6,sombra,12,M,3,12,13,0.448225,0.104225,0.475,12.0875,14.7475,14.0225,Velha,inverno,FUS,May 2005,0.9436315789473685,4.30055169105301,0.03708169596690796,-0.7249999999999996,12_6,23
1846,293,6,sombra,13,M,2,6,1,0.58765,0.0644,0.9,7.86275,18.9225,18.645,Jovem,inverno,FUS,May 2004,0.6529444444444444,9.125,0.07473848208324059,-0.27749999999999986,13_6,11
1847,293,6,sombra,13,M,2,7,3,1.897,0.07590000000000001,0.75,22.225,9.1255,9.221,Jov_Madura,inverno,FUS,Jul 2004,2.529333333333333,24.99341238471673,0.08535433070866141,0.09549999999999947,13_6,13
1848,293,6,sombra,13,M,2,8,5,4.37575,0.17345000000000002,3.4,126.525,25.8575,25.035,Jov_Madura,primavera,FUS,Sep 2004,1.2869852941176472,25.22773133467858,0.03458407429361786,-0.8225000000000016,13_6,15
1849,293,6,sombra,13,M,2,9,7,2.26025,0.214725,4.075,42.0125,28.0375,27.605,Madura,primavera,FUS,Nov 2004,0.5546625766871166,10.526254511584586,0.053799464445105624,-0.432500000000001,13_6,17
1850,293,6,sombra,13,M,2,10,9,0.497675,0.115425,1.125,12.57,24.1875,23.8275,Madura,verao,FUS,Jan 2005,0.44237777777777776,4.311674247346762,0.039592283214001586,-0.35999999999999943,13_6,19
1851,293,6,sombra,13,M,2,11,11,0.5193,0.050850000000000006,0.8,9.12375,26.68,26.11,Madura,outono,FUS,Mar 2005,0.649125,10.212389380530972,0.056917385943279906,-0.5700000000000003,13_6,21
1852,293,6,sombra,13,M,2,12,13,0.761475,0.0604,0.275,9.2805,10.0445,9.7585,Velha,inverno,FUS,May 2005,2.7689999999999997,12.607201986754967,0.08205107483433005,-0.2859999999999996,13_6,23
1853,294,6,sombra,13,M,3,9,7,1.695,0.219225,4.225,49.18,28.4175,27.765,Madura,primavera,FUS,Nov 2004,0.40118343195266276,7.73178241532672,0.034465229768198456,-0.6524999999999999,13_6,17
1854,294,6,sombra,13,M,3,10,9,0.491,0.12475000000000001,1.15,13.3875,24.2375,23.8975,Madura,verao,FUS,Jan 2005,0.42695652173913046,3.9358717434869734,0.03667600373482727,-0.33999999999999986,13_6,19
1855,294,6,sombra,13,M,3,11,11,1.2902,0.0677333,1.26667,40.62,28.0467,27.3033,Madura,outono,FUS,Mar 2005,1.0185762669045608,19.04823772058943,0.03176267848350566,-0.7434000000000012,13_6,21
1856,294,6,sombra,13,M,3,12,13,0.546875,0.055450000000000006,0.275,7.496,11.29,11.06,Velha,inverno,FUS,May 2005,1.9886363636363635,9.862488728584308,0.07295557630736392,-0.22999999999999865,13_6,23
1857,295,6,sombra,14,M,2,6,1,0.5981500000000001,0.086625,0.95,3.5665,18.885,18.4425,Jovem,inverno,FUS,May 2004,0.6296315789473685,6.905050505050506,0.16771344455348383,-0.44250000000000256,14_6,11
1858,295,6,sombra,14,M,2,7,3,0.7474500000000001,0.04605,0.4,11.6683,9.17175,9.2685,Jov_Madura,inverno,FUS,Jul 2004,1.868625,16.23127035830619,0.06405817471268309,0.09675000000000011,14_6,13
1859,295,6,sombra,14,M,2,8,5,2.74125,0.226325,4.7,58.8525,27.215,26.3725,Jov_Madura,primavera,FUS,Sep 2004,0.5832446808510638,12.11200706947973,0.04657831018223525,-0.8425000000000011,14_6,15
1860,296,6,sombra,14,M,3,6,1,2.08125,0.25585,2.875,63.72,19.105,18.75,Jovem,inverno,FUS,May 2004,0.7239130434782608,8.134649208520615,0.032662429378531074,-0.3550000000000004,14_6,11
1861,296,6,sombra,14,M,3,7,3,2.452,0.09935000000000001,0.825,47.545,8.814,8.91525,Jov_Madura,inverno,FUS,Jul 2004,2.972121212121212,24.680422747861094,0.05157219476285624,0.10125000000000028,14_6,13
1862,296,6,sombra,14,M,3,8,5,1.73125,0.21617499999999998,4.3,166.678,27.13,26.0325,Jov_Madura,primavera,FUS,Sep 2004,0.40261627906976744,8.008557881346132,0.010386793698028534,-1.0975000000000001,14_6,15
1863,296,6,sombra,14,M,3,9,7,0.7502249999999999,0.3443,5.425,13.1425,28.945,27.7025,Madura,primavera,FUS,Nov 2004,0.13829032258064516,2.1789863491141443,0.05708388814913448,-1.2424999999999997,14_6,17
1864,296,6,sombra,14,M,3,10,9,0.5567500000000001,0.16040000000000001,1.475,14.8975,24.655,24.2,Madura,verao,FUS,Jan 2005,0.3774576271186441,3.471009975062344,0.037372042288974665,-0.45500000000000185,14_6,19
1865,296,6,sombra,14,M,3,11,11,0.23215000000000002,0.0316,0.6,11.8667,28.0475,27.39,Madura,outono,FUS,Mar 2005,0.38691666666666674,7.3465189873417724,0.019563147294530073,-0.6574999999999989,14_6,21
1866,296,6,sombra,14,M,3,12,13,0.4849,0.0553,0.3,6.9555,11.1875,10.915,Velha,inverno,FUS,May 2005,1.6163333333333334,8.768535262206148,0.06971461433398031,-0.27250000000000085,14_6,23
1867,297,6,sombra,15,M,1,6,1,0.33265,0.136625,1.5,11.3925,19.0575,18.7025,Jovem,inverno,FUS,May 2004,0.22176666666666667,2.4347666971637696,0.029199034452490672,-0.3550000000000004,15_6,11
1868,297,6,sombra,15,M,1,7,3,2.97625,0.083275,0.625,221.2,9.386,9.481,Jov_Madura,inverno,FUS,Jul 2004,4.762,35.74001801260882,0.01345501808318264,0.09500000000000064,15_6,13
1869,297,6,sombra,15,M,1,8,5,1.6265,0.09340000000000001,1.875,26.0825,25.9675,25.2,Jov_Madura,primavera,FUS,Sep 2004,0.8674666666666667,17.414346895074946,0.06235981980254961,-0.7675000000000018,15_6,15
1870,297,6,sombra,15,M,1,9,7,2.41625,0.202375,3.275,34.2075,29.24,28.1825,Madura,primavera,FUS,Nov 2004,0.7377862595419847,11.939468807906113,0.07063509464298763,-1.0574999999999974,15_6,17
1871,297,6,sombra,15,M,1,10,9,1.45125,0.097775,0.925,28.7125,25.73,25.2875,Madura,verao,FUS,Jan 2005,1.5689189189189188,14.842751214523139,0.050544188071397475,-0.442499999999999,15_6,19
1872,297,6,sombra,15,M,1,11,11,0.7795000000000001,0.063525,1.4,10.0378,28.8025,28.0125,Madura,outono,FUS,Mar 2005,0.5567857142857143,12.270759543486818,0.07765645858654287,-0.7899999999999991,15_6,21
1873,298,6,sombra,15,M,2,6,1,0.41200000000000003,0.207925,2.425,9.5815,19.2225,18.985,Jovem,inverno,FUS,May 2004,0.16989690721649486,1.9814837080678132,0.04299953034493555,-0.2375000000000007,15_6,11
1874,298,6,sombra,15,M,2,7,3,1.83675,0.0724,0.475,56.1275,9.0725,9.1675,Jov_Madura,inverno,FUS,Jul 2004,3.8668421052631583,25.369475138121548,0.03272460024052381,0.09500000000000064,15_6,13
1875,298,6,sombra,15,M,2,8,5,1.88225,0.1369,2.9,27.265,26.4825,25.76,Jov_Madura,primavera,FUS,Sep 2004,0.649051724137931,13.7490869247626,0.06903539336145241,-0.7225000000000001,15_6,15
1876,298,6,sombra,15,M,2,9,7,1.6595,0.19725,3.675,43.8275,29.345,28.5675,Madura,primavera,FUS,Nov 2004,0.45156462585034013,8.41318124207858,0.0378643545719012,-0.7774999999999999,15_6,17
1877,298,6,sombra,15,M,2,10,9,0.8234,0.066125,1.125,12.0875,29.395,28.9125,Madura,verao,FUS,Jan 2005,0.7319111111111112,12.452173913043477,0.06811995863495346,-0.48249999999999815,15_6,19
1878,299,6,sombra,15,M,3,6,1,2.44075,0.154475,2.0,22.91,19.945,19.9225,Jovem,inverno,FUS,May 2004,1.220375,15.800291309273344,0.10653644696639022,-0.022500000000000853,15_6,11
1879,299,6,sombra,15,M,3,7,3,1.7517500000000001,0.04335000000000001,0.3,34.14,9.64375,9.741,Jov_Madura,inverno,FUS,Jul 2004,5.839166666666667,40.40945790080738,0.0513107791446983,0.09724999999999895,15_6,13
1880,299,6,sombra,15,M,3,8,5,1.48825,0.122475,2.85,35.5125,26.4375,25.97,Jov_Madura,primavera,FUS,Sep 2004,0.5221929824561403,12.151459481526842,0.04190777895107357,-0.46750000000000114,15_6,15
1881,299,6,sombra,15,M,3,9,7,1.6592500000000001,0.13035000000000002,3.15,21.245,29.6,28.8175,Madura,primavera,FUS,Nov 2004,0.5267460317460319,12.729190640583045,0.0781007295834314,-0.7825000000000024,15_6,17
1882,299,6,sombra,15,M,3,10,9,0.8717,0.035574999999999996,0.325,15.7125,25.935,25.5925,Madura,verao,FUS,Jan 2005,2.682153846153846,24.50316233309909,0.055478122513922035,-0.3424999999999976,15_6,19
1883,299,6,sombra,15,M,3,11,11,0.9124749999999999,0.043275,0.95,9.1545,29.36,28.445,Madura,outono,FUS,Mar 2005,0.9605,21.085499711149623,0.09967502321262765,-0.9149999999999991,15_6,21
1884,299,6,sombra,15,M,3,12,13,0.752875,0.058850000000000006,0.35,9.52375,12.8175,12.63,Velha,inverno,FUS,May 2005,2.1510714285714285,12.793118096856412,0.07905236907730673,-0.1875,15_6,23
1885,300,7,sol,19,F,3,7,1,12.0625,0.25695,5.725,825.675,24.3125,25.53,Jovem,inverno,MO,Jul 2004,2.106986899563319,46.94493092041253,0.01460925909104672,1.2175000000000011,19_7,13
1886,300,7,sol,19,F,3,8,3,19.84,0.343725,6.525,150.485,24.6475,24.5325,Jov_Madura,primavera,MO,Sep 2004,3.040613026819923,57.72056149538148,0.13184038276240156,-0.11500000000000199,19_7,15
1887,301,7,sol,20,F,2,7,1,5.61,0.375225,5.725,561.15,23.865,22.445,Jovem,inverno,MO,Jul 2004,0.9799126637554586,14.95102938237058,0.009997326917936382,-1.4199999999999982,20_7,13
1888,301,7,sol,20,F,2,8,3,7.7905,0.1705,3.4,689.1,23.1475,22.45,Jov_Madura,primavera,MO,Sep 2004,2.291323529411765,45.692082111436946,0.011305325787258742,-0.6975000000000016,20_7,15
1889,302,7,sol,20,F,3,7,1,12.1175,0.2346,5.625,1245.75,25.39,26.4275,Jovem,inverno,MO,Jul 2004,2.1542222222222223,51.65174765558397,0.00972707204495284,1.0374999999999979,20_7,13
1890,302,7,sol,20,F,3,8,3,12.55,0.233975,5.25,1707.5,24.2825,25.66,Jov_Madura,primavera,MO,Sep 2004,2.3904761904761904,53.63820921038573,0.007349926793557834,1.3775000000000013,20_7,15
1891,303,7,sol,21,M,3,7,1,14.98,0.30335,5.725,1131.5,24.9425,25.8025,Jovem,inverno,MO,Jul 2004,2.616593886462882,49.38190209329158,0.013239063190455149,0.8599999999999994,21_7,13
1892,303,7,sol,21,M,3,8,3,15.8175,0.245475,6.35,1225.82,26.08,27.8525,Jov_Madura,primavera,MO,Sep 2004,2.490944881889764,64.43629697525206,0.012903607381181579,1.7725000000000009,21_7,15
1893,303,7,sol,21,M,3,9,5,7.846,0.184575,4.7,419.425,25.7225,26.815,Madura,primavera,MO,Nov 2004,1.6693617021276594,42.50846539347149,0.018706562555880074,1.0925000000000011,21_7,17
1894,304,7,sol,22,F,2,7,1,11.7125,0.414375,4.12,851.95,23.3875,24.1725,Jovem,inverno,MO,Jul 2004,2.8428398058252426,28.265460030165915,0.0137478725277305,0.7850000000000001,22_7,13
1895,304,7,sol,22,F,2,8,3,3.9175,0.16695000000000002,4.65,567.45,27.75,26.1775,Jov_Madura,primavera,MO,Sep 2004,0.8424731182795698,23.465109314165915,0.006903691955238347,-1.5725000000000016,22_7,15
1896,305,7,sol,26,F,1,7,1,9.02675,0.31805,3.875,494.6,19.645,19.21,Jovem,inverno,MO,Jul 2004,2.3294838709677417,28.381543782424146,0.018250606550748078,-0.4349999999999987,26_7,13
1897,305,7,sol,26,F,1,8,3,9.731,0.183175,7.45,1043.63,29.525,32.4,Jov_Madura,primavera,MO,Sep 2004,1.3061744966442952,53.12406168964105,0.009324185774651935,2.875,26_7,15
1898,306,7,sol,28,F,2,7,1,0.8117000000000001,0.0236667,0.266667,1962.67,13.28,13.3767,Jovem,inverno,MO,Jul 2004,3.0438711951610067,34.297134792767906,0.000413569270432625,0.09670000000000023,28_7,13
1899,306,7,sol,28,F,2,8,3,8.48575,0.18755000000000002,4.1,853.0,25.2725,25.24,Jov_Madura,primavera,MO,Sep 2004,2.0696951219512196,45.24526792855238,0.00994812426729191,-0.032500000000002416,28_7,15
1900,307,7,sombra,1,F,1,7,1,1.966,0.081375,0.905,31.9775,18.85,18.445,Jovem,inverno,FUS,Jul 2004,2.1723756906077347,24.15975422427035,0.061480728637323116,-0.40500000000000114,1_7,13
1901,307,7,sombra,1,F,1,8,3,5.23825,0.200325,3.95,163.9,23.4875,22.8075,Jov_Madura,primavera,FUS,Sep 2004,1.326139240506329,26.1487582678148,0.03196003660768761,-0.6799999999999997,1_7,15
1902,308,7,sombra,11,M,1,7,1,0.52615,0.05365,0.225,7.59075,5.52325,5.61925,Jovem,inverno,FUS,Jul 2004,2.3384444444444443,9.80708294501398,0.06931462635444456,0.09600000000000009,11_7,13
1903,308,7,sombra,11,M,1,8,3,6.76225,0.17025,2.35,126.7,20.2325,19.185,Jov_Madura,primavera,FUS,Sep 2004,2.8775531914893615,39.71953010279001,0.05337213891081294,-1.047500000000003,11_7,15
1904,309,7,sombra,11,M,2,7,1,0.7914500000000001,0.068175,0.275,17.235,5.0495,5.1465,Jovem,inverno,FUS,Jul 2004,2.878,11.60909424275761,0.04592109080359734,0.09699999999999953,11_7,13
1905,310,7,sombra,11,M,3,7,1,0.7641749999999999,0.052425,0.25,18.505,5.99375,6.08825,Jovem,inverno,FUS,Jul 2004,3.0566999999999998,14.576537911301859,0.04129559578492299,0.09450000000000003,11_7,13
1906,310,7,sombra,11,M,3,8,3,1.29708,0.19797499999999998,3.425,32.52,25.68,25.005,Jov_Madura,primavera,FUS,Sep 2004,0.3787094890510949,6.551736330344741,0.03988560885608856,-0.6750000000000007,11_7,15
1907,311,9,sol,16,F,1,9,1,7.8185,0.169475,3.85,583.3,23.915,23.595,Jovem,primavera,MO,Nov 2004,2.0307792207792206,46.133648030683,0.013403908794788274,-0.3200000000000003,16_9,17
1908,311,9,sol,16,F,1,10,3,5.102,0.28195000000000003,6.125,105.548,31.255,31.43,Jov_Madura,verao,MO,Jan 2005,0.8329795918367348,18.095406987054442,0.04833819683935271,0.1750000000000007,16_9,19
1909,311,9,sol,16,F,1,11,5,9.90725,0.36335,3.55,63.7275,22.2875,21.9775,Madura,outono,MO,Mar 2005,2.790774647887324,27.2664097977157,0.1554627123298419,-0.3100000000000023,16_9,21
1910,311,9,sol,16,F,1,12,7,2.64325,0.0926,1.02957,482.2,13.6025,12.9925,Madura,inverno,MO,May 2005,2.5673339355264817,28.544816414686824,0.005481646619659893,-0.6099999999999994,16_9,23
1911,312,9,sol,16,F,2,9,1,8.67,0.137425,3.275,582.925,24.26,23.81,Jovem,primavera,MO,Nov 2004,2.647328244274809,63.08895761324359,0.014873268430758676,-0.45000000000000284,16_9,17
1912,312,9,sol,16,F,2,10,3,14.94,0.5273500000000001,7.85,1590.0,33.8725,32.645,Jov_Madura,verao,MO,Jan 2005,1.9031847133757962,28.330330899781924,0.00939622641509434,-1.2274999999999991,16_9,19
1913,312,9,sol,16,F,2,11,5,8.24275,0.1656,1.675,307.5,23.7375,23.15,Madura,outono,MO,Mar 2005,4.921044776119403,49.77506038647343,0.026805691056910566,-0.5875000000000021,16_9,21
1914,312,9,sol,16,F,2,12,7,4.8252500000000005,0.09737499999999999,1.19319,906.275,13.0175,13.5625,Madura,inverno,MO,May 2005,4.043991317392872,49.553273427471126,0.00532426691677471,0.5449999999999999,16_9,23
1915,313,9,sol,16,F,3,9,1,6.25275,0.09257499999999999,3.525,2101.5,25.62,29.305,Jovem,primavera,MO,Nov 2004,1.7738297872340425,67.54253308128546,0.002975374732334047,3.6849999999999987,16_9,17
1916,313,9,sol,16,F,3,10,3,8.7825,0.19405000000000003,4.025,1153.9,35.4925,34.0475,Jov_Madura,verao,MO,Jan 2005,2.1819875776397515,45.258953877866524,0.007611144813242049,-1.4450000000000003,16_9,19
1917,313,9,sol,16,F,3,11,5,5.358,0.133025,1.675,200.883,25.84,25.1525,Madura,outono,MO,Mar 2005,3.1988059701492535,40.27814320616425,0.026672242051343317,-0.6875,16_9,21
1918,313,9,sol,16,F,3,12,7,2.75,0.1502,1.14441,328.125,12.94,11.835,Madura,inverno,MO,May 2005,2.4029849442070588,18.308921438082557,0.008380952380952381,-1.1049999999999986,16_9,23
1919,314,9,sol,17,F,1,9,1,11.1082,0.19042499999999998,7.3,2001.75,28.82,31.6625,Jovem,primavera,MO,Nov 2004,1.5216712328767124,58.3337271891821,0.005549244411140252,2.842500000000001,17_9,17
